Games,CJAMESRUSE,BEISENHOWER,BRMHS,EDISON,WESTVIEW,CATLINGABEL,LUBBOCK,NASHUA,FRANKLIN,DUPONT,BARCADIA,BIOLANI,EASTLYME,SARATOGA,WAYZATA,CUPERTINO,MOUNTAINVIEW,PALO,BTEMPLECITY,BCLEMENTS,PLEASANTON,BMARYVILLE,RAY,LACES,BISMARCK,POLLESVILLE,STEVENS,NATIONFORD,FREMD,HILLSDALE,BAMERICAN,CHILLICOTHE,CENTERVILLE,ALABAMA,NORTHIDSTEM,STCROIX,LEXINGTON,DJAMESRUSE,GRANDOAKS,STUY,BASISSILICONVALLEY,CARCADIA,BLINDBERGH,MCCRACKEN,BETHLEHEM,BJAMESRUSE,TEMPLECITY,COLEGIO,IRRELEVANT,JPSTEVENS,AGLASTONBURY,TROY,PORTOLA,BBRMHS,NORTHVILLE,BTESLASTEM,HORN,AMITY,SCGSSM,MATSU,CHOATE,DBROOKLYNTECH,VENICE,GRAYSON,BLIBERTY,MORRISHILLS,LIVINGSTON,TEAMSTARS,JONASCLARKE,BDULLES,BGREENWICH,BBASISSILICONVALLEY,UNIVERSITY,MINNETONKA,IOLANI,FOSSILRIDGE,LINDBERGH,BSTUY,AHSBROWARD,ODLE,OLYMPIA,HUNTER,GLASTONBURY,CWAYZATA,BBROOKLYNTECH,AMES,BOW,BHOPKINS,CONESTOGA,LONGWOOD,SCIENCEACADEMY,CENTENNIAL,NORTHVIEW,DAVIDSON,PLANO,AAH,BEDISON,CREIGHTON,BPOOLESVILLE,BECKMAN,BRHS,BCORAL,ARCADIA,PINGPONG,QUAILVALLEY,BBLAIR,ECHHS,BDAVIDSON,WWPN,HILLCREST,MCA,CARMEL,CLEMENTS,JOHN,BLAIR,CJPSTEVENS,BROOKLYNLATIN,JAMESRUSE,INTERLAKE,MISSISSIPPI,MIRAMONTE,PALISADESCHARTER,EDWCLARK,AMERICANHERITAGE,BBUCHHOLZ,BBOW,COLLIERVILLE,BBECKMAN,MONTAVISTA,CBLAIR,BENLOE,KELLYWALSH,BTIMBERLINE,PALISADES,BNISKAYUNA,MCTM,HHR,GATLINGABLE,BILLINGS,BCUPERTINO,MSMS,MORGANTOWN,BHILLSBOROUGH,CADMIUM,REDMOND,BNCSSM,BNORTHHOLLYWOOD,CAPEELIZABETH,NCSSM,BGREENHOPE,BCANYONCREST,CBROOKLYNTECH,AMSA,FRANKLING,BINTERLAKE,WALTON,CMSJ,WESTMINSTER,MARYVILLE,CFOOTHILL,CMIDDLETON,CWWPN,CEDARFALLS,WHEATLEY,OLATHE,FALMOUTH,DINTERLAKE,BWAYZATA,SAINTFRANCIS,BAULKHAMHILLS,WHEATON,CLOVIS,RICKARDS,CRMHS,FARMINGTON,WARDE,ASFA,TESLASTEM,HURON,CBAALBANY,SCDS,HIGHLANDPARK,FOOTHILL,ABRAHAMLINCOLN,AMPF,CANTERBURY,HARKER,DULLES,PALI,CORAL,SEVENLAKES,BAMSA,BROOKFIELD,ARDSLEY,MASS,BHENRYGUNN,PEDDIE,BLEXINGTON,HARRISON,BWWPN,CAMSA,FAIRVIEW,PALY,MIDDLETON,MIRALOMA,BTSA,WAYLAND,BLUEVALLEYWEST,LADUE,LAKESIDE,JAMESLOGAN,ALTO,PRISMS,ENLOE,BFREMD,INDIANS,BWAYLAND,BLADUE,QB,TIMBERLINE,BBRHS,OKLAHOMA,BPULLMAN,BCONESTOGA,MILLHILL,HOPKINS,EASTSIDE,SHARON,BASFA,BBHBL,ROOSEVELT,WARDMELVILLE,VANNUYS,BENTONVILLE,BMIRALOMA,GATLINGABEL,CLAYTONVALLEY,BMCC,RAT,HOPKINTON,MTLEBANON,BSTANFORDONLINE,NEWTOWN,CANYONCREST,PUNAHOU,UNIPREP,BMSJ,BCENTENNIAL,PRINCETON,BDOUGHERTY,BUCHHOLZ,WOOTTON,BJPSTEVENS,BBASISPEORIA,LYNBROOK,NORTHHOLLYWOOD,RMHS,CGREENWICH,BWARDMELVILLE,BILLERICA,ROCKBRIDGE,BLYNBROOK,BASISSANANTONIO,MONTESSORI,NORTHALLEGHENY,BHBL,NISKAYUNA,CMARYVILLE,CADDO,BBROOKFIELD,HILLSBOROUGH,FAYETTEVILLE,HENRYGUNN,CSHEN,POBJFK,BOBJONES,LOSALAMOS,BNASHUA,CINTERLAKE,LANGLEY,BEDWCLARK,BNAPERVILLENORTH,AMADORVALLEY,MADISONWEST,EISENHOWER,BROCKBRIDGE,CRESTVIEWMIDDLE,GREENWICH,BSARATOGA,SOLON,MILLER,NAPERVILLENORTH,PALOALTO,BPALOALTO,BSCGSSM,BMIDDLETON,AMERICAN,ALPHAS,MSJ,MARQUETTE,BROOKLYNTECH,BVANNUYS,BASISPEORIA,CNASHUA,DOUGHERTY,COMMUNITYMIDDLESCHOOL,BROOSEVELT,BAHSBROWARD,BGLASTONBURY,STOCKDALE,BSHEN,PULLMAN,BAMADORVALLEY,BRAVO,SHEN,TJHSST,MAUI,BOSTONLATIN,JOHNADAMS,BFOOTHILL,TUPELO,NEWCANAAN,YOUNGMAGNET,ALIBERTY,GREENHOPE,BLAKESIDE,BSHARON,BWOOTTON,BMARQUETTE,STANFORDONLINE
,0,0,1100.85,0,1266.37,0,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1427.03,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,0,1158.84,1155.58,0,0,1273.56,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1218.47,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1304.89,0,1248.84,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1513.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,0,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1256.92,1188.88,0,0,0,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1298.03,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1391.1,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1293.51,1583.47,0,0,1204.64,1167.76,0,0,0,0,0,0,0,0,1113.3,0,1144.91,0,0,0,0,1228.78,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,0,0,1217.98,1157.86,0,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1200.13,0,0,0,1309.66,1454.2,0,0,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,0,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1202.7,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,0,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1493.98,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,0,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1307.74,0,1248.84,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1495.86,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,0,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1256.92,1174.41,0,0,0,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1298.03,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1391.1,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1259.82,1572.37,0,0,1204.64,1167.76,0,0,0,0,0,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,0,0,1217.98,1157.86,0,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1200.13,0,0,0,1309.66,1454.2,0,0,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,0,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1196.19,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,0,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1483.94,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,0,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1307.74,0,1248.84,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1522.5,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,0,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1256.92,1174.41,0,0,0,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1310.39,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1349.3,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1259.82,1586.03,0,0,1204.64,1167.76,0,0,0,0,0,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,0,0,1217.98,1157.86,0,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1200.13,0,0,0,1309.66,1454.2,0,0,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,0,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1195.37,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,0,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1517.42,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,0,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1307.74,0,1248.84,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1498.92,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,0,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1256.92,1174.41,0,0,0,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1339.11,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1349.3,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1259.82,1547.41,0,0,1204.64,1167.76,0,0,0,0,0,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,0,0,1217.98,1157.86,1199.38,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1200.13,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,0,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1195.37,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1173.75,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1491.49,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,0,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1307.74,0,1248.84,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1483.58,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,0,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1256.92,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1332.52,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1349.3,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1293.56,1547.41,0,0,1204.64,1167.76,0,0,0,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,0,0,1217.98,1157.86,1168.04,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,0,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1195.37,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1167.85,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1486.88,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,1215.45,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1307.74,0,1262.98,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1465.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,1209.11,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1256.92,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1354.34,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1349.3,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1287.67,1551.91,0,0,1204.64,1167.76,0,0,0,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,1203.53,0,1217.98,1157.86,1168.04,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,1165.9,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1195.37,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1167.85,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1486.88,0,0,1204.75,0,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,1168.89,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1402.99,0,0,0,0,1146.86,1307.74,0,1266.28,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1465.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,1209.11,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1291.42,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1354.34,1186.17,0,0,0,1153.01,0,1126.25,0,1212.56,1349.3,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1287.67,1540.11,0,0,1204.64,1167.76,0,0,0,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,1203.53,0,1217.98,1157.86,1168.04,0,0,1184.08,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,1138.94,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1242.89,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1178.31,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1167.85,0,1203.33,1153.92,0,1190.41,0,0,0,1255.54,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1486.88,0,0,1204.75,1253.4,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,1168.89,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1388.73,0,0,0,0,1146.86,1307.74,0,1266.28,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1465.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,1209.11,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1273.33,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1354.34,1186.17,0,1200.4,0,1153.01,0,1126.25,0,1212.56,1362.16,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1287.67,1546.31,0,0,1204.64,1167.76,0,0,0,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1179.44,0,1229.44,1203.53,0,1217.98,1157.86,1168.04,0,0,1130.07,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,1138.94,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1254.77,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1179.92,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1167.85,0,1203.33,1153.92,0,1190.41,0,0,0,1264.87,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1486.88,0,0,1204.75,1253.4,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,1168.89,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1228.63,0,1237.32,0,0,0,0,0,0,0,0,0,0,1421.67,0,0,0,0,1146.86,1315.25,0,1266.28,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1465.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,1209.11,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1273.33,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1354.34,1186.17,0,1195.64,0,1153.01,0,1126.25,0,1212.56,1373.82,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1287.67,1546.31,0,0,1204.64,1167.76,0,0,0,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1158.61,0,1229.44,1203.53,0,1217.98,1157.86,1168.04,0,0,1122.16,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,1138.94,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1171.29,0,0,1183.58,0,1124.7,0,0,0,1212.05,1254.77,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1147.99,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1167.85,0,1203.33,1153.92,0,1190.41,0,0,0,1258.15,0,0,0,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1486.88,0,0,1204.75,1253.4,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,1168.89,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1190.94,1154.56,0,0,0,0,1267.5,0,1237.32,0,0,0,0,0,0,0,0,0,0,1421.67,0,0,0,0,1146.86,1348.59,0,1266.28,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1465.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,1209.11,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1273.33,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1354.34,1186.17,0,1195.64,0,1153.01,0,1126.25,0,1212.56,1373.82,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,0,0,1176.25,0,1129.69,1185.3,1287.67,1546.31,0,0,1204.64,1167.76,0,0,0,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1109.69,0,1229.44,1203.53,0,1217.98,1157.86,1168.04,0,0,1122.16,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1141.73,1149.24,0,1139.64,0,0,0,1104.24,1138.94,0,1165.53,0,0,0,0,0,0,0,0,0,0,0,1391.06,1144.66,0,0,1183.58,0,1124.7,0,0,0,1212.05,1254.77,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1147.99,0,1190,0,1182.34,0,0,1184.03
,0,0,1100.85,0,1266.37,1167.85,0,1203.33,1153.92,0,1190.41,0,0,0,1258.15,0,0,1216,0,0,0,1146.38,0,1144.91,0,0,0,0,0,0,0,0,1171.06,0,0,0,1486.88,0,0,1204.75,1253.4,0,0,0,1203.47,0,0,0,1206.26,1180.26,0,0,1129.66,1102.64,0,1168.89,1158.84,1155.58,0,0,1263.58,0,1145.15,0,0,0,1161.64,1154.56,0,0,0,0,1254.57,0,1259.96,0,0,0,0,0,0,0,0,0,0,1421.67,0,0,1186.25,0,1146.86,1361.51,0,1266.28,1126.16,0,0,0,0,0,0,0,1206.11,1169.19,0,0,0,0,1225.97,0,0,0,1215.56,0,1465.53,0,0,0,1278.64,0,0,0,0,0,0,0,0,0,0,0,0,0,1172.54,0,0,0,0,1209.11,0,0,0,1199.32,1137.05,1146.34,1194.46,0,1106.56,0,1257.48,0,0,0,1141.44,0,0,1187.12,0,1273.33,1174.41,0,0,1215.97,0,1199.04,0,0,0,1151.86,0,0,0,0,0,0,1140.59,1142.34,1128.76,1354.34,1186.17,0,1195.64,0,1153.01,0,1126.25,0,1212.56,1373.82,0,0,0,0,1149.2,1209.64,1142.09,1178.71,0,1273,0,1176.25,0,1129.69,1185.3,1287.67,1546.31,0,0,1204.64,1167.76,0,0,1184,0,1215.36,0,0,0,1113.3,0,1144.91,0,0,0,0,1233.55,1126.98,1409.34,1173.45,0,0,0,1198.64,1109.69,0,1229.44,1203.53,0,1217.98,1157.86,1168.04,0,0,1122.16,1154.68,0,0,0,1111.32,1170.36,0,1240.48,0,0,1216.61,1309.66,1454.2,0,1184,0,1189.96,0,1185.23,0,0,0,0,0,1145.6,0,1117.1,1149.24,0,1139.64,0,0,0,1104.24,1138.94,0,1165.53,0,1172.02,0,0,0,0,0,0,0,0,0,1391.06,1144.66,0,0,1183.58,0,1124.7,0,0,0,1212.05,1254.77,0,0,1173.57,0,0,0,1171.14,0,0,0,1214.74,1258.82,0,0,1141.79,0,0,0,0,1147.99,0,1190,0,1182.34,0,0,1184.03
