Games,STUY,MONTESSORI,CEDARFALLS,HILLSBOROUGH,MASS,NORTHVIEW,BHENRYGUNN,BSHARON,UNIPREP,LYNBROOK,BASISPEORIA,FALMOUTH,DINTERLAKE,OLATHE,GREENHOPE,BSTUY,ALPHAS,BMSJ,BEDWCLARK,BMCC,BILLERICA,HILLCREST,BBHBL,EDISON,BFOOTHILL,NASHUA,FOOTHILL,BMARYVILLE,POBJFK,BBLAIR,BINTERLAKE,BWAYZATA,SOLON,MINNETONKA,ALTO,PALISADESCHARTER,MISSISSIPPI,BPULLMAN,BDAVIDSON,CANTERBURY,BTIMBERLINE,ROCKBRIDGE,OLYMPIA,BASISSILICONVALLEY,SCGSSM,STEVENS,PRISMS,BLEXINGTON,CARMEL,BPOOLESVILLE,EASTSIDE,BIOLANI,BBOW,BEISENHOWER,BASISSANANTONIO,CHOATE,AHSBROWARD,AMES,NCSSM,BOBJONES,FOSSILRIDGE,PLEASANTON,AMERICANHERITAGE,BBRHS,BCUPERTINO,CGREENWICH,BAMADORVALLEY,ODLE,CNASHUA,CLOVIS,COLLIERVILLE,STCROIX,CMARYVILLE,WARDE,ABRAHAMLINCOLN,PORTOLA,CUPERTINO,WOOTTON,BSTANFORDONLINE,CFOOTHILL,CWAYZATA,BJPSTEVENS,BFREMD,DBROOKLYNTECH,CADMIUM,LOSALAMOS,BPALOALTO,BDULLES,MIRAMONTE,HARKER,JAMESLOGAN,BSARATOGA,UNIVERSITY,CRESTVIEWMIDDLE,BAHSBROWARD,BAMSA,BLYNBROOK,BRHS,BROOSEVELT,BBROOKFIELD,HENRYGUNN,DULLES,CBROOKLYNTECH,HUNTER,BBECKMAN,BETHLEHEM,BCONESTOGA,DUPONT,CJPSTEVENS,CLEMENTS,QB,WHEATLEY,BLIBERTY,PULLMAN,REDMOND,BDOUGHERTY,HILLSDALE,BTESLASTEM,BASFA,MADISONWEST,BARCADIA,BBUCHHOLZ,RAT,ALABAMA,SCIENCEACADEMY,AMADORVALLEY,CANYONCREST,MARYVILLE,BENLOE,VANNUYS,BRAVO,MATSU,JPSTEVENS,QUAILVALLEY,MILLHILL,STOCKDALE,BROCKBRIDGE,PALISADES,PEDDIE,CSHEN,COMMUNITYMIDDLESCHOOL,IOLANI,FREMD,PALO,MCA,IRRELEVANT,CMIDDLETON,BBROOKLYNTECH,BGLASTONBURY,CBAALBANY,BEDISON,POLLESVILLE,BGREENWICH,NORTHVILLE,ASFA,LANGLEY,HORN,AMPF,BROOKFIELD,BCENTENNIAL,LAKESIDE,CREIGHTON,BECKMAN,CONESTOGA,SEVENLAKES,BGREENHOPE,OKLAHOMA,BISMARCK,SAINTFRANCIS,BBRMHS,ECHHS,BLUEVALLEYWEST,MSJ,GREENWICH,CINTERLAKE,CARCADIA,WALTON,BAMERICAN,BLAIR,AGLASTONBURY,PALOALTO,BMIDDLETON,CRMHS,NORTHHOLLYWOOD,MOUNTAINVIEW,CENTENNIAL,LEXINGTON,WESTVIEW,NISKAYUNA,SHEN,AMERICAN,AAH,WAYLAND,LADUE,HOPKINS,BSCGSSM,MORRISHILLS,SCDS,RMHS,INTERLAKE,BHILLSBOROUGH,MAUI,HURON,MSMS,PRINCETON,NATIONFORD,ALIBERTY,CADDO,SHARON,FRANKLIN,BNISKAYUNA,BRMHS,JAMESRUSE,BJAMESRUSE,BTEMPLECITY,BENTONVILLE,BNCSSM,BLAKESIDE,BNORTHHOLLYWOOD,CAMSA,GRANDOAKS,DOUGHERTY,BCLEMENTS,TESLASTEM,WESTMINSTER,ENLOE,TEAMSTARS,JONASCLARKE,BMARQUETTE,TROY,MARQUETTE,EISENHOWER,CORAL,LONGWOOD,MIRALOMA,VENICE,BWWPN,PLANO,BBASISSILICONVALLEY,BWOOTTON,BILLINGS,LINDBERGH,CWWPN,BUCHHOLZ,BHBL,MCTM,HARRISON,BWARDMELVILLE,YOUNGMAGNET,WWPN,BCORAL,GATLINGABEL,FAIRVIEW,LUBBOCK,GLASTONBURY,FARMINGTON,RICKARDS,COLEGIO,BNAPERVILLENORTH,WARDMELVILLE,DJAMESRUSE,CBLAIR,NORTHIDSTEM,MIDDLETON,TUPELO,NAPERVILLENORTH,BHOPKINS,MTLEBANON,TIMBERLINE,BBASISPEORIA,PUNAHOU,BCANYONCREST,BAULKHAMHILLS,NEWCANAAN,CENTERVILLE,BLADUE,AMITY,BOW,BSHEN,PINGPONG,NORTHALLEGHENY,PALI,SARATOGA,EDWCLARK,JOHN,STANFORDONLINE,MILLER,EASTLYME,HIGHLANDPARK,BLINDBERGH,GRAYSON,FAYETTEVILLE,WAYZATA,PALY,HOPKINTON,KELLYWALSH,TEMPLECITY,RAY,ARCADIA,MCCRACKEN,DAVIDSON,CHILLICOTHE,INDIANS,BMIRALOMA,CATLINGABEL,GATLINGABLE,MONTAVISTA,NEWTOWN,BVANNUYS,JOHNADAMS,CAPEELIZABETH,MORGANTOWN,BTSA,CMSJ,FRANKLING,TJHSST,BROOKLYNTECH,BWAYLAND,HHR,ROOSEVELT,CJAMESRUSE,ARDSLEY,LIVINGSTON
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1212.47,1139.07,1109.43,0,0,0,1117.36,0,0,0,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,0,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1268.52,0,0,0,1174.01,0,0,1165.36,1164.44,1432.34,0,0,0,1211.51,0,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,0,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1175.21,0,1272.54,1159.36,0,0,0,0,1161.87,1281.89,0,0,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1116.85,1117.34,0,0,0,0,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.19,1186.43,0,1561.65,0,1414.3,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1121.71,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1229.37,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,0,0,0,0,0,0,1194.77,0,0,0,1360.47,0,1466.27,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,0,0,0,0,0,0,0,0,0,1337.67,1173.43,1136.36,0,0,0,1206.89,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,0,0,0,0,0,0,0,1223.01,1183.66
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1212.47,1139.07,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,1266.04,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1298.61,0,0,0,1174.01,0,0,1165.36,1164.44,1432.34,0,0,0,1211.51,0,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,0,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1175.21,0,1272.54,1159.36,0,0,0,0,1161.87,1243.68,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1116.85,1117.34,0,0,0,0,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1561.65,0,1473.86,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1121.71,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1229.37,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,0,0,0,0,0,0,1194.77,0,0,0,1360.47,0,1466.27,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,0,0,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1206.89,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,0,0,0,0,0,0,0,1223.01,1155.82
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1212.47,1139.07,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,1334.92,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1298.61,0,0,0,1174.01,0,0,1165.36,1164.44,1432.34,0,0,0,1211.51,0,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,0,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1175.21,0,1272.54,1159.36,0,0,0,0,1161.87,1332.87,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1116.85,1117.34,0,0,0,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1561.65,0,1473.86,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1121.71,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1229.37,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,0,0,0,0,0,1183.41,1194.77,0,0,0,1360.47,0,1466.27,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,0,0,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1206.89,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,0,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1231.7,1132.47,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,1334.92,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1298.61,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,0,0,1211.51,0,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,0,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1175.21,0,1272.54,1159.36,0,0,0,0,1161.87,1332.87,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1116.85,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1604.74,0,1473.86,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1121.71,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1229.37,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,0,0,0,0,0,1168.08,1194.77,0,0,0,1360.47,0,1466.27,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1222.74,1129.84,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1206.89,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,0,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1257.02,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,1334.92,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1298.61,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1166.1,0,1211.51,0,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1200,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1209.11,0,1272.54,1159.36,0,0,0,0,1161.87,1332.87,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1116.85,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1604.74,0,1473.86,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1121.71,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1229.37,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,0,0,0,0,0,1168.08,1194.77,0,0,0,1360.47,0,1466.27,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1206.89,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,0,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1257.02,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,1334.92,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1298.61,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1219.3,0,1211.51,1102.35,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1154.45,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1212.73,0,1272.54,1159.36,0,0,0,0,1161.87,1332.87,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1222.01,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1604.74,0,1473.86,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1121.71,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1229.37,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,0,0,0,0,0,1168.08,1194.77,0,0,0,1360.47,0,1447.48,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1206.89,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,0,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1340.52,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1257.02,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1302.56,0,0,0,1334.92,0,0,1507.03,0,0,0,0,1331.63,0,1517.34,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1298.61,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1219.3,0,1211.51,1102.35,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1154.45,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1212.73,0,1272.54,1159.36,0,0,0,0,1161.87,1332.87,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1291.49,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1604.74,0,1473.86,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1102.01,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1276.77,1113.52,0,0,0,0,0,0,0,1662.19,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1295.15,0,0,0,0,1120.49,1250.64,0,1212.71,1136,1140.98,0,0,0,0,1168.08,1194.77,0,0,0,1360.47,0,1412.32,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1310.35,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1171.7,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1369.05,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1230.78,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1283.02,0,0,0,1385.16,0,0,1507.03,0,0,0,0,1331.63,0,1533.94,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1282.01,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1219.3,0,1211.51,1102.35,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1154.45,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1212.73,0,1272.54,1159.36,0,0,0,0,1161.87,1359.11,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1260.93,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1554.51,0,1493.4,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1134.18,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1276.77,1113.52,0,0,0,0,0,0,0,1610.37,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1266.62,0,0,0,0,1120.49,1250.64,0,1212.71,1136,1140.98,0,0,0,0,1168.08,1194.77,0,0,0,1412.29,0,1412.32,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1340.91,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1178.32,0,1417.78,1328.93,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1230.78,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1351.5,0,0,0,1349.77,0,0,1507.03,0,0,0,0,1331.63,0,1517.46,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1282.01,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1219.3,0,1211.51,1102.35,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1154.45,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1273.26,0,1272.54,1159.36,0,0,0,0,1161.87,1321.33,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1351.11,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1520.93,0,1540.69,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1134.18,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1239.89,1113.52,0,0,0,0,0,0,0,1556.01,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1266.62,0,0,0,0,1120.49,1250.64,0,1212.71,1136,1140.98,0,0,0,0,1168.08,1194.77,0,0,0,1386.44,0,1412.32,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1354.85,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1154.11,0,1417.78,1328.93,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1362.47,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1517.59,0,0,0,1317.9,0,0,1507.03,0,0,0,0,1297.67,0,1466.37,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1282.01,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1219.3,0,1189.07,1102.35,0,0,1229.09,0,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1154.45,1117.08,0,1104.81,0,1132.25,1161.16,0,1161.35,1228.93,0,1273.26,0,1272.54,1159.36,0,0,0,0,1161.87,1321.33,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1321.81,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1520.93,0,1468.16,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1150.73,1134.18,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1239.89,1113.52,0,0,0,0,0,0,0,1556.01,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1266.62,0,0,0,0,1120.49,1250.64,0,1212.71,1136,1140.98,0,0,0,0,1168.08,1194.77,0,0,0,1381.25,0,1412.32,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1327.65,0,1320.67,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1211.64,0,0,1111.22,1178.24,0,1165.6,1154.11,0,1417.78,1328.93,0,0,0,1181.66,0,1140.87,0,0,1231.21,1183.75,0,0,0,0,1250.19,1362.47,1109.43,0,0,0,1117.36,0,0,1168,0,0,0,0,0,1149.03,0,0,1517.59,0,0,0,1317.9,0,0,1507.03,0,0,0,0,1325.39,0,1508.92,1298.48,0,0,0,0,0,0,1168,0,0,0,0,0,0,1156.87,1165.54,0,1103.79,0,0,0,0,0,0,0,0,1130.38,1109.42,0,0,0,1223.81,0,0,1282.01,0,0,0,1174.01,0,0,1111.27,1164.44,1432.34,0,1219.3,0,1180.08,1102.35,0,0,1229.09,1190.85,1196.4,0,0,1226.25,0,0,1153.75,0,0,1181.69,1154.45,1117.08,0,1104.81,0,1132.25,1161.16,1190.49,1161.35,1228.93,0,1273.26,0,1272.54,1159.36,0,0,0,0,1161.87,1321.33,0,1232,0,1217.71,0,0,0,0,0,0,0,0,1108.43,1208.12,1122.02,1108.87,1321.81,1117.34,0,0,1191.68,1120.04,0,0,0,0,0,1113.53,0,1222.13,0,0,0,0,1175.84,0,1529.77,0,1103.64,1186.43,0,1520.93,0,1468.16,1601.67,1424.75,0,1320.52,0,0,0,1156.73,1140.87,0,0,1197.7,0,1297.91,1163.64,0,1168.02,0,1145.04,0,0,0,1142.71,1134.18,0,1149.71,0,0,0,0,0,0,1115.6,0,0,0,0,1477.89,1326.52,1239.89,1113.52,0,0,0,0,0,0,0,1532.84,1105.26,1163.42,1108.87,0,0,0,0,1231.81,1266.62,0,0,0,0,1120.49,1250.64,0,1212.71,1136,1140.98,0,0,0,0,1168.08,1194.77,0,0,0,1381.25,0,1412.32,0,0,1122.26,1234.45,0,0,0,0,1147.46,1103.12,1143.1,0,0,1142.54,0,0,0,1188.98,1137.11,0,0,0,0,0,0,0,1295.17,1173.43,1136.36,0,0,0,1327.65,0,1370.49,0,0,1261.89,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
