Games,BMIRALOMA,PALY,PRINCETON,FOSSILRIDGE,BSARATOGA,BENTONVILLE,LEXINGTON,STUY,PRISMS,BNISKAYUNA,BASISSILICONVALLEY,CMIDDLETON,SOLON,BAMADORVALLEY,TEMPLECITY,BAMSA,NCSSM,BBRMHS,WARDMELVILLE,TESLASTEM,BWWPN,BMIDDLETON,BINTERLAKE,BLUEVALLEYWEST,JAMESLOGAN,HIGHLANDPARK,RMHS,BRAVO,BNCSSM,GRANDOAKS,RAY,DJAMESRUSE,BCUPERTINO,BCLEMENTS,STANFORDONLINE,BJAMESRUSE,HARRISON,TJHSST,BEDISON,FAYETTEVILLE,MARYVILLE,CFOOTHILL,SAINTFRANCIS,NASHUA,SEVENLAKES,MSJ,NORTHALLEGHENY,CATLINGABEL,BCORAL,LOSALAMOS,BSTANFORDONLINE,BPALOALTO,BPOOLESVILLE,PALISADES,BAULKHAMHILLS,CARCADIA,IRRELEVANT,PORTOLA,ALABAMA,CEDARFALLS,JOHN,WHEATLEY,BNORTHHOLLYWOOD,HUNTER,BDULLES,QUAILVALLEY,NORTHVIEW,MIRALOMA,BUCHHOLZ,CADDO,ABRAHAMLINCOLN,EDWCLARK,BLAKESIDE,BHENRYGUNN,CINTERLAKE,MIDDLETON,BBUCHHOLZ,LADUE,BSTUY,BILLINGS,PEDDIE,CENTERVILLE,BMARYVILLE,BASISSANANTONIO,CWAYZATA,DULLES,LAKESIDE,BRMHS,ENLOE,MOUNTAINVIEW,NORTHIDSTEM,BROOKLYNTECH,CREIGHTON,MINNETONKA,AAH,SCIENCEACADEMY,CHOATE,HURON,OLATHE,HILLSDALE,MILLHILL,LONGWOOD,OKLAHOMA,BOBJONES,PALO,CRESTVIEWMIDDLE,CLEMENTS,NATIONFORD,BASISPEORIA,PUNAHOU,JPSTEVENS,COLEGIO,MATSU,BMSJ,BBLAIR,CMSJ,CENTENNIAL,TROY,DAVIDSON,BOW,EASTLYME,BDAVIDSON,LANGLEY,PALISADESCHARTER,WESTMINSTER,HARKER,BSCGSSM,FRANKLING,NISKAYUNA,ODLE,JAMESRUSE,CBLAIR,BGREENHOPE,CBAALBANY,MCA,PULLMAN,CJPSTEVENS,NEWTOWN,BVANNUYS,BTEMPLECITY,GLASTONBURY,MORRISHILLS,MADISONWEST,AMERICAN,LINDBERGH,BBASISSILICONVALLEY,FRANKLIN,CUPERTINO,BARCADIA,PALI,MILLER,POLLESVILLE,IOLANI,DOUGHERTY,NORTHVILLE,EASTSIDE,NAPERVILLENORTH,MASS,BILLERICA,BLEXINGTON,CLOVIS,WWPN,BASFA,DUPONT,CARMEL,SCGSSM,BBECKMAN,CAMSA,HILLSBOROUGH,INTERLAKE,ARCADIA,LYNBROOK,BBASISPEORIA,CWWPN,TUPELO,POBJFK,PLEASANTON,BNAPERVILLENORTH,MONTESSORI,KELLYWALSH,BMCC,AMERICANHERITAGE,BLAIR,BLADUE,UNIVERSITY,BLYNBROOK,JONASCLARKE,GREENWICH,WESTVIEW,SHARON,BTSA,CANYONCREST,AMES,CJAMESRUSE,REDMOND,BWOOTTON,JOHNADAMS,BCANYONCREST,GATLINGABLE,NEWCANAAN,BENLOE,AGLASTONBURY,AMADORVALLEY,CNASHUA,SCDS,BROOSEVELT,COLLIERVILLE,MSMS,BGREENWICH,EDISON,ROOSEVELT,BSHEN,SHEN,BSHARON,GREENHOPE,BRHS,BTESLASTEM,ASFA,WAYZATA,OLYMPIA,MCTM,PALOALTO,RICKARDS,MONTAVISTA,VANNUYS,CAPEELIZABETH,GATLINGABEL,FREMD,AMITY,DINTERLAKE,LIVINGSTON,BJPSTEVENS,ECHHS,BAHSBROWARD,EISENHOWER,AHSBROWARD,FOOTHILL,VENICE,STOCKDALE,MARQUETTE,BIOLANI,ARDSLEY,SARATOGA,WAYLAND,MIRAMONTE,NORTHHOLLYWOOD,QB,HHR,UNIPREP,BCENTENNIAL,WOOTTON,YOUNGMAGNET,MISSISSIPPI,BWARDMELVILLE,BROOKFIELD,MORGANTOWN,BETHLEHEM,CSHEN,BFREMD,COMMUNITYMIDDLESCHOOL,WALTON,TIMBERLINE,BECKMAN,BDULLES,GRAYSON,VENICE,CJAMESRUSE,BETHLEHEM,CARMEL,MIRALOMA,ARCADIA,AMERICAN,CEDARFALLS,MARYVILLE,BJAMESRUSE,CBROOKLYNTECH,HURON,UNIVERSITY,MADISONWEST,PEDDIE,CJPSTEVENS,CRESTVIEWMIDDLE,MSMS,GLASTONBURY,PALY,FOOTHILL,BHOPKINS,CHOATE,CENTERVILLE,GREENHOPE,EDISON,COLLIERVILLE,BBRMHS,IOLANI,CMARYVILLE,PALISADES,BLINDBERGH,CBLAIR
,1361.39,1153.94,0,0,0,0,1980.87,1262.77,0,0,1464.34,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,2030.53,1499.61,0,0,1192.9,0,1108.01,0,1740.57,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1412.47,0,0,0,0,0,0,0,1664.78,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1718.75,0,1241.63,0,0,0,0,0,1838.54,0,1466.18,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1659.14,0,0,1872.66,1521.71,1165.57,1184.62,1801.81,0,1311.54,0,0,0,0,0,0,1197.86,1373.51,1661.91,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1801.58,0,1399.71,0,0,0,1321.74,0,0,0,0,0,1256.32,0,0,0,0,0,0,0,1556.17,1203.61,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1410.16,0,1219.78,0,0,1327.82,0,0,0,1855.49,0,0,0,1347.82,0,1177.63,0,0,1466.92,1153.46,1301.15,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1236.14,0,1819.24,1450.51,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1302.32,0,1456.09,1113.88,1185.03,0,0,1130.57,1473.17,1130.94,0,0,0
,1361.39,1153.94,0,0,0,0,1980.87,1262.77,0,0,1780.51,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1969.77,1499.61,0,0,1192.9,0,1108.01,0,1691.34,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1234.77,0,0,0,0,0,0,0,1664.78,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1943.16,0,1466.18,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1632.4,0,1311.54,0,0,0,0,0,0,1197.86,1373.51,1720.55,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1780.07,0,1399.71,0,0,0,1321.74,0,0,0,0,0,1256.32,0,0,0,0,0,0,0,1556.17,1203.61,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1410.16,0,1219.78,0,0,1327.82,0,0,0,1783.26,0,0,0,1347.82,0,1177.63,0,0,1851.5,1153.46,1301.15,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1236.14,0,1789.84,1483.79,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1302.32,0,1456.09,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1361.39,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1969.77,1499.61,0,0,1192.9,0,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1234.77,0,0,0,0,0,0,0,1534.85,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1860.84,0,1466.18,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,0,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1725.35,0,1399.71,0,0,0,1321.74,0,0,0,0,0,1256.32,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1810.96,0,1219.78,0,0,1327.82,0,0,0,1783.26,0,0,0,1347.82,0,1177.63,0,0,1676.61,1153.46,1278.6,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1208.58,0,1789.84,1439.71,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1533.31,0,1389.49,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1361.39,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1914.64,1499.61,0,0,1192.9,0,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1234.77,0,0,0,0,0,0,0,1588.86,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1860.84,0,1701.54,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,0,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1753.75,0,1399.71,0,0,0,1321.74,0,1193.79,0,0,0,1256.32,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1810.96,0,1219.78,0,0,1327.82,0,0,0,1783.26,1193.84,0,0,1347.82,0,1177.63,0,0,1676.61,1153.46,1261.2,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1199.39,0,1766.58,1439.71,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1533.31,0,1429.84,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1376.17,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1914.64,1499.61,0,0,1192.9,0,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1234.77,0,0,0,0,0,0,0,1588.86,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1860.84,0,1764.49,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,0,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1753.75,0,1399.71,0,0,0,1321.74,0,1343.92,0,0,0,1256.32,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1810.96,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1117.93,0,0,1676.61,1153.46,1261.2,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1199.39,0,1766.58,1439.71,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1533.31,0,1429.84,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1245.37,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1914.64,1499.61,0,0,1345.33,0,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1414.55,0,0,0,0,0,0,0,1588.86,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1860.84,0,1764.49,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,0,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1753.75,0,1399.71,0,0,0,1321.74,0,1343.92,0,0,0,1121.03,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1810.96,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1436.91,0,0,1676.61,1153.46,1261.2,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1199.39,0,1766.58,1439.71,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1533.31,0,1429.84,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1291.01,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,0,1411.55,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1852.03,1499.61,0,0,1345.33,0,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1648.22,0,1104.16,1553.41,0,0,0,0,0,0,0,1393.26,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1860.84,0,1766.58,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,1179.97,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1757.89,0,1399.71,0,0,0,1321.74,0,1539.52,0,0,0,1371.47,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1817.29,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1257.95,0,0,1676.61,1153.46,1440.16,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1281.01,0,1736.21,1439.71,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1549.32,0,1342.6,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1437.19,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,0,0,1116.95,1228.41,1440.85,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1852.03,1499.61,0,0,1345.33,0,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1672.58,0,1104.16,1354.04,0,0,0,0,0,0,0,1393.26,1328,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,0,1530.01,0,0,0,0,0,1860.84,0,1963.1,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,1179.97,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,0,0,1800.67,1306.95,0,1218.31,1782.63,0,1399.71,0,0,0,1321.74,0,1475.07,0,0,0,1344.49,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1712.21,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1257.95,0,0,1676.61,1153.46,1394.37,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1258.93,0,1736.21,1439.71,0,0,1162.9,0,0,1136.27,1337.6,0,0,0,0,0,0,1158.2,1517.23,0,1342.6,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1437.19,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,1483.85,0,1116.95,1228.41,1324.33,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1852.03,1499.61,0,0,1345.33,1182.53,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1678.35,0,1104.16,1354.04,0,0,0,0,0,0,0,1393.26,1167.63,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,1289.89,1530.01,0,0,1328,0,0,1860.84,0,1963.1,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,0,1311.54,0,0,0,0,1179.97,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,1175.26,0,1800.67,1306.95,0,1218.31,1782.63,0,1399.71,0,0,0,1321.74,0,1475.07,0,0,0,1344.49,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1712.21,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1257.95,0,0,1676.61,1153.46,1394.37,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1258.93,0,1736.21,1439.71,0,0,1162.9,0,0,1139.01,1337.6,0,0,0,0,0,0,1158.2,1517.23,0,1342.6,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1437.19,1153.94,0,0,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,0,1215.78,0,0,1347.54,0,1483.85,0,1116.95,1228.41,1324.33,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1868.76,1499.61,0,0,1345.33,1182.53,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1678.35,0,1104.16,1354.04,0,0,0,0,0,0,0,1393.26,1167.63,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,1651.2,1530.01,0,0,1175.73,0,0,1860.84,0,1963.1,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,1532.52,1311.54,0,0,0,0,1179.97,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,1175.26,0,1596.57,1306.95,0,1218.31,1782.63,0,1399.71,0,0,0,1321.74,0,1475.07,0,0,0,1344.49,0,0,0,0,0,0,0,1556.17,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1497.38,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1257.95,0,0,1676.61,1153.46,1394.37,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1258.93,0,1747.08,1439.71,0,0,1162.9,0,0,1139.01,1337.6,0,0,0,0,0,0,1158.2,1430.57,0,1342.6,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1242.6,1153.94,0,1158.59,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,1190.02,1215.78,0,0,1347.54,0,1483.85,0,1116.95,1228.41,1324.33,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1868.76,1584.37,0,0,1345.33,1182.53,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1678.35,0,1104.16,1354.04,0,0,0,0,0,0,0,1393.26,1167.63,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,1651.2,1530.01,0,0,1175.73,0,0,1860.84,0,1963.1,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,0,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1475.34,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,1532.52,1431.45,0,0,0,0,1179.97,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,1175.26,0,1596.57,1306.95,0,1218.31,1782.63,0,1484.38,0,0,0,1321.74,0,1280.06,0,0,0,1344.49,0,0,0,0,0,0,0,1707.83,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1497.38,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1257.95,0,0,1676.61,1153.46,1394.37,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1258.93,0,1747.08,1439.71,0,0,1162.9,0,0,1139.01,1337.6,0,0,0,0,0,0,1158.2,1430.57,0,1342.6,1113.88,1185.03,0,0,1130.57,1391.67,1130.94,0,0,0
,1242.6,1153.94,0,1310.5,0,0,1980.87,1262.77,0,0,2191.57,0,0,0,0,0,1414.11,1168.44,1134.57,1866.84,1202.9,1246.53,0,1332.6,0,0,0,1279.04,0,0,0,0,0,0,0,0,0,0,0,1190.02,1215.78,0,0,1347.54,0,1483.85,0,1116.95,1228.41,1324.33,0,0,0,0,0,0,1271.02,1238.1,0,0,1128.49,1169.29,0,1377.34,0,0,0,1877.5,1584.37,0,0,1345.33,1182.53,1108.01,0,1753.3,1104.3,1134.14,0,0,0,1110.1,1187.69,0,0,1699.59,1219.86,1104.16,1262.17,0,0,0,0,0,0,0,1393.26,1167.63,0,0,1458.78,0,0,0,1328,0,1254.16,0,1620.2,1651.2,1530.01,0,0,1175.73,0,0,1860.84,0,1963.1,0,0,0,1428.84,0,1545.32,1207.57,0,1238.88,0,0,0,0,0,0,0,1404.62,0,1112.42,1394.03,0,0,0,0,0,0,0,1127.75,0,1130.2,0,0,0,1342.72,0,0,1872.66,1521.71,1165.57,1184.62,1548.05,1447.55,1431.45,0,0,0,0,1179.97,0,1197.86,1373.51,1660.43,1870.64,1366.1,1316.33,0,0,0,1226.03,0,0,1317.11,0,1900.68,1166.92,1432.01,1153.73,1175.26,0,1596.57,1306.95,0,1218.31,1782.63,0,1449.41,0,0,0,1321.74,0,1111,0,0,0,1344.49,0,0,0,0,0,0,0,1724.96,1174.18,1224.75,0,1183.98,1231.92,1408.14,0,0,0,0,0,1104.33,0,1302.02,0,1195.26,0,1142.83,0,0,0,0,0,1497.38,0,1219.78,0,0,1327.82,0,0,0,1783.26,1115.25,0,0,1347.82,0,1257.95,0,0,1676.61,1153.46,1394.37,0,0,1118.32,1129.35,1120.25,1193.57,0,0,1136,0,1258.93,0,1751.22,1439.71,0,0,1162.9,0,0,1139.01,1337.6,0,0,0,0,0,0,1158.2,1430.57,0,1342.6,1113.88,1185.03,0,0,1130.57,1359.32,1130.94,0,0,0
