Games,BNISKAYUNA,SEVENLAKES,BCORAL,DAVIDSON,BAMADORVALLEY,ARDSLEY,BMCC,SHARON,BBECKMAN,MSJ,EISENHOWER,JOHN,BWARDMELVILLE,ECHHS,BRHS,YOUNGMAGNET,BPALOALTO,FOOTHILL,MORRISHILLS,CUPERTINO,COMMUNITYMIDDLESCHOOL,WAYZATA,MSMS,TESLASTEM,SHEN,CSHEN,BLAIR,CHOATE,POBJFK,BTSA,SARATOGA,NATIONFORD,MARYVILLE,BASFA,CLEMENTS,CFOOTHILL,STANFORDONLINE,AHSBROWARD,LEXINGTON,BTEMPLECITY,JOHNADAMS,INTERLAKE,CEDARFALLS,BBROOKFIELD,NORTHHOLLYWOOD,HUNTER,BNCSSM,BNAPERVILLENORTH,BMSJ,AAH,SCIENCEACADEMY,UNIVERSITY,FRANKLING,WALTON,FOSSILRIDGE,RICKARDS,WWPN,PALOALTO,AMITY,LIVINGSTON,BBRMHS,CBLAIR,LADUE,BPOOLESVILLE,CREIGHTON,BOBJONES,STOCKDALE,HOPKINS,CINTERLAKE,FREMD,SAINTFRANCIS,CWAYZATA,BIOLANI,BBASISPEORIA,MCTM,MADISONWEST,JAMESLOGAN,BUCHHOLZ,OKLAHOMA,POLLESVILLE,PALI,MASS,SCDS,JAMESRUSE,GRANDOAKS,CADDO,AGLASTONBURY,HILLSBOROUGH,BLYNBROOK,SOLON,BASISSILICONVALLEY,BROOSEVELT,LINDBERGH,BSCGSSM,LONGWOOD,HIGHLANDPARK,AMERICAN,BOW,MIRAMONTE,HARRISON,CAPEELIZABETH,NISKAYUNA,BCANYONCREST,TROY,EASTSIDE,LANGLEY,GATLINGABEL,BLAKESIDE,WHEATLEY,ASFA,NORTHALLEGHENY,MIDDLETON,BHENRYGUNN,MISSISSIPPI,TJHSST,BBUCHHOLZ,CARMEL,AMADORVALLEY,LYNBROOK,OLYMPIA,BMARYVILLE,TUPELO,MORGANTOWN,CNASHUA,MINNETONKA,JPSTEVENS,OLATHE,JONASCLARKE,BFREMD,NORTHVIEW,BENTONVILLE,AMES,GREENHOPE,RMHS,PEDDIE,BCUPERTINO,PRISMS,CBAALBANY,BMIDDLETON,BRMHS,WESTMINSTER,IRRELEVANT,MILLHILL,HHR,TEMPLECITY,LOSALAMOS,BBLAIR,NAPERVILLENORTH,PULLMAN,CLOVIS,TIMBERLINE,RAY,GREENWICH,NCSSM,BLADUE,CRESTVIEWMIDDLE,PALY,VENICE,CATLINGABEL,ODLE,MCA,BENLOE,BEDISON,EASTLYME,BDULLES,ABRAHAMLINCOLN,BROOKLYNTECH,BINTERLAKE,CMIDDLETON,QUAILVALLEY,ROOSEVELT,WESTVIEW,CANYONCREST,GLASTONBURY,BRAVO,PALO,BILLINGS,PALISADESCHARTER,STUY,MATSU,PRINCETON,BJPSTEVENS,ENLOE,NEWCANAAN,NORTHVILLE,CAMSA,BCLEMENTS,BDAVIDSON,HURON,MONTAVISTA,COLEGIO,HARKER,BETHLEHEM,PORTOLA,ALABAMA,CARCADIA,CJAMESRUSE,BSHARON,FAYETTEVILLE,FRANKLIN,WARDMELVILLE,BLEXINGTON,MONTESSORI,NASHUA,DULLES,BAULKHAMHILLS,BNORTHHOLLYWOOD,BVANNUYS,BTESLASTEM,BWOOTTON,EDWCLARK,VANNUYS,BGREENHOPE,KELLYWALSH,BCENTENNIAL,MARQUETTE,NORTHIDSTEM,CWWPN,COLLIERVILLE,BSTUY,BAMSA,BSTANFORDONLINE,BSHEN,CENTENNIAL,REDMOND,EDISON,BILLERICA,BASISPEORIA,BBASISSILICONVALLEY,PUNAHOU,BROOKFIELD,BLUEVALLEYWEST,CJPSTEVENS,MILLER,BASISSANANTONIO,ARCADIA,DUPONT,LAKESIDE,SCGSSM,HILLSDALE,AMERICANHERITAGE,BAHSBROWARD,WAYLAND,GATLINGABLE,BECKMAN,NEWTOWN,IOLANI,PLEASANTON,WOOTTON,BSARATOGA,MOUNTAINVIEW,BWWPN,QB,UNIPREP,DINTERLAKE,BMIRALOMA,DOUGHERTY,BGREENWICH,BARCADIA,MIRALOMA,AHSBROWARD,MATSU,RMHS,CNASHUA,NORTHALLEGHENY,BLEXINGTON,GRAYSON,BOW,RAY,MCA,MCCRACKEN,JOHN,BRHS,CBAALBANY,MISSISSIPPI,BSARATOGA,WHEATLEY,BMIRALOMA,MILLER,BLADUE,HILLSDALE,BUCHHOLZ,AMES,BSTUY,SARATOGA,POLLESVILLE,BIOLANI,DUPONT,BMARQUETTE,CJPSTEVENS,CWAYZATA,BMCC,BROOKFIELD,CBLAIR,AMERICAN,BBASISPEORIA,KELLYWALSH,JAMESRUSE,ARCADIA,MCCRACKEN,DAVIDSON,CHILLICOTHE,INDIANS,BMIRALOMA,CATLINGABEL,GATLINGABLE,MONTAVISTA,NEWTOWN,BVANNUYS,JOHNADAMS,CAPEELIZABETH,MORGANTOWN,BTSA,CMSJ,FRANKLING,TJHSST,BROOKLYNTECH,BWAYLAND,HHR,ROOSEVELT,CJAMESRUSE,ARDSLEY,LIVINGSTON
,0,0,0,1976.04,0,1367.76,1396.23,1340.13,0,0,0,1177.65,0,0,0,1575.41,0,2108.32,0,0,0,1265.02,0,2215.81,1616.04,0,2195.25,1716.15,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,0,0,0,1513.23,1298.29,1157.66,0,0,1350.45,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1739.4,0,0,0,1167.01,1277.46,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,0,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,0,0,0,0,1779.9,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1721.25,0,1400.57,0,0,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1431.4,0,0,0,0,0,0,0,0,0,2004.23,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1449.77,0,0,0,0,0,1410,0,0,1152.26,1292.1,1297.65,0,0,0,1210.77,0,1358.85,1410,1686.52,0,1333.07,1731.07,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1371.1,0,1193.43,1843.77,0,0,1911.83,1426.17,0,0,0,2007.11,0,0,0,0,0,0,0,1408.38,1184.31,1121.8,1534.22,0,0,0,0,1289.51,1199.06,0,0,1175.32,0,0,1367.76,2410.15,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1286.22,0,1101.45,0,1358.51,1598.4,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1422.24,0,0,1274.52,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,0,1976.69,0,1367.76,1396.23,1340.13,1195.46,0,0,1177.65,0,0,0,1241.26,0,2109.43,0,0,0,1265.02,0,2215.81,1616.04,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,0,0,0,1513.23,1298.29,1157.66,0,0,1350.45,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1739.4,0,0,0,1167.01,1434.16,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,0,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,0,0,0,0,1784.03,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1721.25,0,1400.57,0,0,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1766.02,0,0,0,0,0,0,0,0,0,2004.23,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1670.97,0,0,0,0,0,1410,0,0,1152.26,1626.26,1297.65,0,0,0,1210.77,0,1358.85,1410,1686.52,0,1333.07,1731.07,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1371.1,0,1193.43,1843.77,0,0,1911.83,1426.17,0,0,0,2007.11,0,0,0,0,0,0,0,1408.38,1184.31,1121.8,1534.22,0,0,0,0,1289.51,1199.06,0,0,1235.97,0,0,1367.76,2346.23,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1314.39,0,1101.45,0,1358.51,1605.72,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1430.09,0,0,1293.15,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,0,0,1177.65,0,0,0,1241.26,0,1896.93,0,0,0,1265.02,0,2215.81,1616.04,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,0,0,0,1513.23,1298.29,1157.66,0,0,1350.45,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1739.4,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,0,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,0,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1534.04,0,1400.57,0,0,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1653.94,0,0,0,0,0,0,0,0,0,2004.23,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1297.33,0,0,0,0,0,1410,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,0,1358.85,1410,1686.52,0,1333.07,1768.48,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1371.1,0,1193.43,1843.77,0,0,1911.83,1426.17,0,0,0,2007.11,0,0,0,0,0,0,0,1408.38,1184.31,1121.8,1534.22,0,0,0,0,1289.51,1199.06,0,0,1491.18,0,0,1367.76,2346.23,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1362.47,0,1101.45,0,1358.51,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1311.23,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,1595.86,0,1177.65,0,0,0,1241.26,0,1896.93,0,0,0,1265.02,0,2215.81,1616.04,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1410,0,0,1513.23,1298.29,1157.66,0,0,1350.45,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1739.4,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,1190.36,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,0,0,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1653.94,0,0,0,0,0,0,0,0,0,2004.23,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1297.33,0,0,0,0,0,1226.26,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,0,1358.85,1410,1686.52,0,1333.07,1773.62,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1371.1,0,1193.43,1843.77,0,1312.34,1911.83,1426.17,0,0,0,2007.11,0,0,0,0,0,0,0,1408.38,1184.31,1121.8,1534.22,0,0,0,0,1289.51,1199.06,0,0,1491.18,0,0,1367.76,2346.23,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1362.47,0,1101.45,0,1358.51,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1311.23,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,1595.86,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1616.04,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,0,0,1350.45,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1739.4,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,1190.36,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,0,1789.05,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1653.94,0,0,0,0,0,0,0,0,0,1637.91,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1297.33,0,0,0,0,0,1226.26,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,0,1358.85,1410,1686.52,0,1333.07,1773.62,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1371.1,0,1193.43,1843.77,0,1945.71,1911.83,1426.17,0,0,0,2007.11,0,0,0,0,0,0,0,1408.38,1184.31,1121.8,1534.22,0,0,0,0,1289.51,1199.06,0,0,1491.18,0,0,1367.76,2348.37,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1362.47,0,1101.45,0,1358.51,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1311.23,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,1595.86,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1917.06,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,1173.98,0,1527.87,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1792.52,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,1190.36,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,0,1789.05,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1325.82,0,0,0,0,0,0,0,0,0,1637.91,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1297.33,0,0,0,0,0,1226.26,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,1114.5,1358.85,1410,1686.52,0,1333.07,1773.62,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1594.51,0,1193.43,1843.77,0,1945.71,1911.83,1426.17,0,0,0,2007.11,0,0,0,0,0,0,0,1408.38,1184.31,1121.8,1534.22,0,0,0,0,1289.51,1199.06,0,0,1175.84,0,0,1367.76,2348.37,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1266.92,0,1101.45,0,1410,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1263.55,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,1595.86,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1928.62,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,1450.75,0,1527.87,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1792.52,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,1190.36,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,1489.14,1571.28,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1325.82,0,0,0,0,0,0,0,0,0,1637.91,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1226.71,0,0,0,0,0,1226.26,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,1114.5,1358.85,1410,1686.52,0,1333.07,1806.8,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1583.51,0,1193.43,1843.77,0,1945.71,1911.83,1426.17,0,0,0,2007.11,0,1231.77,0,0,0,0,0,1408.38,1184.31,1121.8,1283.93,0,0,0,0,1289.51,1199.06,0,0,1175.84,0,0,1367.76,2350.05,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1266.92,0,1101.45,0,1410,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1263.55,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,2164.15,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1746.08,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,1699.16,0,1279.46,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1490.21,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,1190.36,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,1446.88,1704.4,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1325.82,0,0,0,0,0,0,0,0,0,1554.46,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1278.1,0,0,0,0,0,1199.36,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,1114.5,1358.85,1410,1686.52,0,1333.07,1866.4,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1662.39,0,1193.43,1843.77,0,1987.98,1911.83,1426.17,0,0,0,2007.11,0,1231.77,0,0,0,0,0,1408.38,1184.31,1121.8,1283.93,0,0,0,0,1289.51,1199.06,0,0,1175.84,0,0,1367.76,2290.45,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1339.35,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,1896.69,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1687.29,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,2052.79,0,1279.46,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,0,0,0,0,1507.65,0,0,0,1377.45,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,0,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,0,1686.15,0,1190.36,0,0,0,1822.51,1286.4,0,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,1446.88,1838.9,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1325.82,0,0,0,0,0,0,0,0,0,1507.8,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1278.1,0,0,0,0,0,1199.36,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,1114.5,1358.85,1410,1686.52,0,1333.07,1967.69,0,0,1508.13,1276.25,0,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1473.47,0,1193.43,1843.77,0,1722.04,1911.83,1426.17,0,0,0,2007.11,0,1231.77,0,0,0,0,0,1408.38,1184.31,1121.8,1283.93,0,0,0,0,1289.51,1199.06,0,0,1175.84,0,0,1367.76,2258.1,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,2142.11,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1687.29,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,2052.79,0,1279.46,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,1261.2,0,0,0,1507.65,0,0,0,1377.45,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,1237.08,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,1241.62,1686.15,0,1190.36,0,0,0,1822.51,1286.4,1230.32,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,1446.88,1838.9,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1325.82,0,0,0,0,0,0,0,0,0,1507.8,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1278.1,0,0,0,0,0,1199.36,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,1114.5,1358.85,1410,1686.52,0,1333.07,1938.08,0,0,1508.13,1276.25,1231.49,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1473.47,0,1193.43,1843.77,0,1722.04,1911.83,1426.17,0,0,0,2007.11,0,1231.77,0,0,0,0,0,1408.38,1184.31,1121.8,1283.93,0,0,0,0,1289.51,1199.06,0,0,1175.84,0,0,1367.76,2258.1,0,0,1217.9,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,0,0,1280.36,2317.11,0,1367.76,1396.23,1340.13,1195.46,2142.11,0,1177.65,0,0,0,1241.26,0,1535.95,0,0,0,1265.02,0,2215.81,1687.29,0,2195.25,1381.52,0,0,0,0,1283.71,0,1238.59,0,0,0,2363.7,0,0,1358.22,0,1108.39,1555.15,1547.91,0,1289.35,1144.83,0,0,1513.23,1298.29,1157.66,2052.79,0,1279.46,0,1271.39,1190.09,1152.76,0,1122.36,0,0,0,1124.3,0,0,1581.47,0,0,0,1507.65,0,0,0,1377.45,0,0,0,1167.01,1418.32,0,0,0,0,1199.82,1132.06,0,2764.72,0,0,1237.08,0,0,0,0,0,0,0,0,0,0,2448.66,1597.86,1405.47,1234.11,1124.23,1344.3,0,2280.17,1193.46,0,0,1200,0,0,2184.98,0,1195.04,0,1112.09,0,1592.33,1686.15,0,1190.36,0,0,0,1822.51,1286.4,1169.85,0,0,0,0,1233.41,0,1784.16,1281.06,1551.11,0,0,1129.64,0,1400.57,1446.88,1838.9,1118.77,0,0,1474.58,1209.93,0,1175.83,0,1138.81,0,0,1325.82,0,0,0,0,0,0,0,0,0,1507.8,1241.16,0,1318.03,1410,0,0,1290.91,0,0,0,1278.1,0,0,0,0,0,1199.36,0,0,1152.26,1492.14,1297.65,0,0,0,1210.77,1114.5,1358.85,1410,1686.52,0,1333.07,1942.29,0,0,1508.13,1276.25,1231.49,1427.46,1343.65,0,0,1457.08,0,0,1361.69,0,0,0,0,0,2245.93,1473.47,0,1193.43,1843.77,0,1722.04,1911.83,1426.17,0,0,0,2007.11,0,1231.77,0,0,0,0,0,1408.38,1184.31,1121.8,1283.93,0,0,0,0,1289.51,1199.06,0,0,1175.84,0,0,1367.76,2258.1,0,0,1168.34,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
