Games,LANGLEY,AMADORVALLEY,CREIGHTON,SCGSSM,BASISSANANTONIO,BNCSSM,CARMEL,BGREENHOPE,PALISADESCHARTER,FOSSILRIDGE,CAPEELIZABETH,SARATOGA,QB,UNIPREP,BAMSA,NEWCANAAN,BMSJ,DAVIDSON,DINTERLAKE,AMERICAN,KELLYWALSH,ALABAMA,WESTMINSTER,PORTOLA,BLUEVALLEYWEST,WESTVIEW,BAULKHAMHILLS,BHENRYGUNN,BETHLEHEM,HARRISON,BAMADORVALLEY,DOUGHERTY,BASISSILICONVALLEY,NORTHVIEW,VENICE,BDULLES,CADDO,BAHSBROWARD,ECHHS,BMIRALOMA,PALOALTO,CEDARFALLS,BRHS,AMES,CAMSA,BLAIR,LYNBROOK,NEWTOWN,NATIONFORD,DULLES,BENLOE,BLEXINGTON,RAY,BLADUE,CWWPN,EDWCLARK,BOBJONES,WHEATLEY,BNORTHHOLLYWOOD,CUPERTINO,NORTHALLEGHENY,WOOTTON,BOW,BMCC,SOLON,BLYNBROOK,MONTAVISTA,EASTLYME,RMHS,ABRAHAMLINCOLN,BPALOALTO,BSHARON,HUNTER,STANFORDONLINE,TJHSST,STUY,WWPN,BIOLANI,CRESTVIEWMIDDLE,CFOOTHILL,PLEASANTON,MONTESSORI,ENLOE,BARCADIA,GATLINGABEL,BSARATOGA,AHSBROWARD,FREMD,BSTANFORDONLINE,NORTHVILLE,FAYETTEVILLE,BRAVO,ARCADIA,BRMHS,PRISMS,TEMPLECITY,BWARDMELVILLE,ASFA,TIMBERLINE,PULLMAN,BROOKLYNTECH,DUPONT,BMIDDLETON,SCDS,PEDDIE,TROY,HIGHLANDPARK,BINTERLAKE,MADISONWEST,BVANNUYS,TESLASTEM,BCANYONCREST,BEDISON,CBAALBANY,FRANKLIN,BGREENWICH,BILLINGS,CARCADIA,BBASISPEORIA,CSHEN,MILLER,JOHN,MATSU,MSMS,CNASHUA,COMMUNITYMIDDLESCHOOL,BWWPN,UNIVERSITY,BMARYVILLE,MISSISSIPPI,JAMESLOGAN,JONASCLARKE,MSJ,SEVENLAKES,AMITY,OLATHE,REDMOND,LIVINGSTON,CATLINGABEL,BCUPERTINO,BCORAL,BWOOTTON,LONGWOOD,MORGANTOWN,YOUNGMAGNET,CANYONCREST,BLAKESIDE,GREENWICH,AGLASTONBURY,PALI,BBLAIR,MCA,WAYZATA,MINNETONKA,ODLE,IOLANI,WALTON,CBLAIR,JOHNADAMS,BTESLASTEM,PUNAHOU,CENTENNIAL,INTERLAKE,NCSSM,NISKAYUNA,BFREMD,EISENHOWER,BASISPEORIA,NASHUA,BCENTENNIAL,BENTONVILLE,POBJFK,JPSTEVENS,MORRISHILLS,ROOSEVELT,AMERICANHERITAGE,OKLAHOMA,CLEMENTS,BASFA,TUPELO,HILLSDALE,EDISON,STCROIX,NORTHHOLLYWOOD,BTEMPLECITY,CLOVIS,BTSA,WAYLAND,CHOATE,BSHEN,RICKARDS,FOOTHILL,BPOOLESVILLE,GATLINGABLE,QUAILVALLEY,SAINTFRANCIS,BCLEMENTS,VANNUYS,BDAVIDSON,PALO,POLLESVILLE,SHARON,SHEN,HHR,WARDMELVILLE,BROOSEVELT,BUCHHOLZ,CENTERVILLE,MILLHILL,NAPERVILLENORTH,EASTSIDE,SCIENCEACADEMY,LAKESIDE,COLLIERVILLE,STOCKDALE,BNAPERVILLENORTH,IRRELEVANT,AAH,HILLSBOROUGH,HURON,MARQUETTE,MASS,BROOKFIELD,BILLERICA,PALY,MCTM,FRANKLING,BSCGSSM,MIRAMONTE,LOSALAMOS,HARKER,MIDDLETON,PRINCETON,GLASTONBURY,CJAMESRUSE,MOUNTAINVIEW,MIRALOMA,GRANDOAKS,BBASISSILICONVALLEY,BBECKMAN,BNISKAYUNA,COLEGIO,BBUCHHOLZ,MARYVILLE,BECKMAN,LADUE,BSTUY,JAMESRUSE,BJPSTEVENS,CWAYZATA,LINDBERGH,OLYMPIA,NORTHIDSTEM,LEXINGTON,ARDSLEY,CINTERLAKE,CMIDDLETON,GREENHOPE,CJPSTEVENS,BBRMHS,AHSBROWARD,MATSU,RMHS,CNASHUA,NORTHALLEGHENY,BLEXINGTON,GRAYSON,BOW,RAY,MCA,MCCRACKEN,JOHN,BRHS,CBAALBANY,MISSISSIPPI,BSARATOGA,WHEATLEY,BMIRALOMA,MILLER,BLADUE,HILLSDALE,BUCHHOLZ,AMES,BSTUY,SARATOGA,POLLESVILLE,BIOLANI,DUPONT,BMARQUETTE,CJPSTEVENS,CWAYZATA,BMCC,BROOKFIELD,CBLAIR,AMERICAN,BBASISPEORIA,KELLYWALSH,JAMESRUSE,ARCADIA,MCCRACKEN,DAVIDSON,CHILLICOTHE,INDIANS,BMIRALOMA,CATLINGABEL,GATLINGABLE,MONTAVISTA,NEWTOWN,BVANNUYS,JOHNADAMS,CAPEELIZABETH,MORGANTOWN,BTSA,CMSJ,FRANKLING,TJHSST,BROOKLYNTECH,BWAYLAND,HHR,ROOSEVELT,CJAMESRUSE,ARDSLEY,LIVINGSTON
,1427.19,0,0,0,0,0,0,0,0,0,0,0,1169.37,0,0,0,0,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1803.94,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1435.77,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1721.91,1439.66,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1312.4,0,0,0,0,0,1341.34,1119.54,1312.05,0,0,0,0,0,0,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,0,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,0,0,0,1193.59,0,1366.68,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,0,0,0,0,0,0,1294.71,0,0,1464.69,1132.23,0,0,1188.35,0,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,0,0,0,1361.41,0,0,1692.13,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1539.19,0,1134.57,0,1505.28,1110.1,1445.39,1385.24,2010.97,0,0,0,1219.54,1225.62,1273.89,0,1199.01,1328,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1398.67,1207.57,1733.82,0,0,0,0,1247.75,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1362.47,0,1101.45,0,1358.51,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1311.23,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,0,0,0,1169.37,0,0,0,1328,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1803.94,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1435.77,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1740.05,1439.66,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1312.4,0,0,0,0,0,1341.34,1119.54,1312.05,0,0,0,0,0,0,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,0,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,1483.85,0,1193.59,0,1366.68,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,0,0,1464.69,1132.23,0,0,1188.35,1289.89,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,0,0,0,1361.41,0,0,1692.13,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1539.19,0,1134.57,0,1505.28,1110.1,1445.39,1385.24,2010.97,0,0,0,1219.54,1225.62,1273.89,0,1199.01,1167.22,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1170.11,1207.57,1733.82,0,0,0,0,1247.75,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1362.47,0,1101.45,0,1358.51,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1311.23,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,0,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1599.15,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1435.77,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1740.05,1439.66,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1312.4,0,0,0,0,0,1341.34,1119.54,1312.05,0,0,0,0,0,0,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,0,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,1483.85,0,1193.59,0,1366.68,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,0,0,1464.69,1132.23,0,0,1188.35,1651.63,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1411.83,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1539.19,0,1134.57,0,1505.28,1110.1,1445.39,1385.24,2010.97,0,0,0,1219.54,1225.62,1273.89,0,1199.01,1167.22,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1170.11,1207.57,1733.82,0,0,0,0,1584.6,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1362.47,0,1101.45,0,1358.51,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1311.23,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1156.65,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1599.15,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1237.39,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1740.05,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1424.98,0,0,0,0,0,1341.34,1119.54,1312.05,0,0,0,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,0,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,1483.85,0,1193.59,0,1468.5,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,0,0,1464.69,1132.23,0,0,1188.35,1651.63,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1411.83,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1695.3,0,1134.57,0,1574.9,1110.1,1445.39,1385.24,2010.97,0,0,0,1219.54,1225.62,1273.89,0,1199.01,1167.22,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1170.11,1207.57,1733.82,0,0,0,0,1584.6,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1266.92,0,1101.45,0,1410,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1263.55,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1302.15,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1599.15,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1237.39,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1783.97,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1424.98,0,0,0,0,0,1254.83,1119.54,1312.05,0,0,0,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,1398.88,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,1483.85,0,1193.59,0,1375.25,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,0,0,1335.73,1132.23,0,0,1188.35,1651.63,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1367.91,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1713.26,0,1134.57,0,1574.9,1110.1,1445.39,1385.24,2010.97,0,1216.58,0,1219.54,1225.62,1273.89,0,1199.01,1167.22,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1170.11,1207.57,1733.82,0,0,0,0,1677.85,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1266.92,0,1101.45,0,1410,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1263.55,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1466.8,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1505.33,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1114.74,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1880.08,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1260.33,0,0,0,0,0,1246.54,1119.54,1312.05,0,0,0,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,1340.19,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,1816.25,0,1193.59,0,1465.85,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,0,0,1335.73,1132.23,0,0,1188.35,1710.32,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1498.84,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1630.2,0,1134.57,0,1419.38,1110.1,1445.39,1385.24,2010.97,0,1216.58,0,1219.54,1225.62,1273.89,0,1199.01,1159.18,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1170.11,1207.57,1733.82,0,0,0,0,1581.74,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1339.35,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1754.47,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1435.64,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1114.74,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,2061.33,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,0,0,0,1174.1,1367.29,0,0,1262.77,1260.33,0,0,0,0,0,1246.54,1119.54,1312.05,0,0,0,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,1340.19,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,1822.31,0,1193.59,0,1347.96,1141.54,1106.81,0,1226.42,0,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,0,0,1335.73,1132.23,0,0,1188.35,1595,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1478.02,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1542.29,0,1134.57,0,1305.88,1110.1,1445.39,1385.24,2010.97,0,1216.58,0,1219.54,1225.62,1273.89,0,1199.01,1159.18,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,0,0,1170.11,1207.57,1733.82,0,0,0,0,1631.9,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,0,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1754.47,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1435.64,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1114.74,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1908.28,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,1235.82,0,0,1174.1,1367.29,0,0,1262.77,1260.33,0,0,0,0,0,1246.54,1119.54,1312.05,0,0,1262.37,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,1340.19,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,2016.59,0,1193.59,0,1347.96,1141.54,1106.81,0,1226.42,1232.98,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,1246.19,0,1335.73,1132.23,0,0,1188.35,1595,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1478.02,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1542.29,0,1134.57,0,1305.88,1110.1,1445.39,1385.24,2010.97,0,1216.58,0,1219.54,1225.62,1273.89,0,1199.01,1159.18,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,1238.69,0,1170.11,1207.57,1733.82,0,0,0,0,1631.9,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,1217.9,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1754.47,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1435.64,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1114.74,0,0,0,1828.96,0,1570.2,1897.88,1112.42,0,1927.41,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,0,0,0,0,1317.11,0,1154.54,0,0,1168.96,0,0,1174.1,1367.29,0,0,1262.77,1260.33,0,0,0,0,0,1246.54,1119.54,1312.05,0,0,1476.09,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,1340.19,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,2016.59,0,1193.59,0,1347.96,1141.54,1106.81,0,1226.42,1102.7,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,1518.97,0,1335.73,1132.23,0,0,1188.35,1595,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1478.02,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1542.29,0,1134.57,0,1305.88,1110.1,1445.39,1385.24,2010.97,0,1216.58,0,1219.54,1225.62,1273.89,0,1199.01,1159.18,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,1238.69,0,1170.11,1207.57,1733.82,0,0,0,0,1631.9,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,1168.34,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
,1427.19,0,0,0,0,0,0,0,0,1754.47,0,0,1169.37,0,0,0,1175.91,1928.9,0,0,0,0,1521.68,1238.1,1331.9,1435.64,0,1109.41,1375.35,0,0,0,2226.28,0,0,0,0,0,0,1114.74,0,0,0,1828.96,0,1706.65,1897.88,1112.42,0,1927.41,1257.29,1520.58,0,1166.92,1316.33,1329.67,0,1169.29,0,1302.88,0,0,0,1317.11,0,1154.54,0,0,1276.79,0,0,1174.1,1367.29,0,0,1262.77,1260.33,0,0,0,0,0,1246.54,1119.54,1312.05,0,0,1476.09,0,0,1183.97,1279.04,1670.51,1104.16,0,0,0,1232.66,1112.29,1340.19,0,0,1227.97,1300.33,0,0,0,0,0,1397.2,1873.48,0,0,0,1127.75,0,0,0,1366.1,0,0,1112.11,0,0,0,1117.32,1201,1426.12,1187.86,0,0,1175.26,2016.59,0,1193.59,0,1347.96,1141.54,1106.81,0,1226.42,1102.7,0,1153.46,1247.38,1212.14,1182.53,0,0,0,0,0,1294.71,1518.97,0,1335.73,1132.23,0,0,1188.35,1595,1857.13,1204.25,1414.11,0,0,0,1616.62,1330.76,1339.25,0,0,1488.04,0,0,0,0,1254.16,0,0,0,0,0,1550.46,0,1478.02,0,0,1361.41,0,0,1344.52,0,1316.3,0,0,0,1289.86,0,1328,0,1306.95,1542.29,0,1134.57,0,1305.88,1110.1,1445.39,1385.24,2010.97,0,1216.58,0,1219.54,1225.62,1273.89,1389.89,1199.01,1159.18,0,1165.57,1688.14,1184.62,1153.94,0,1237.48,1238.69,0,1170.11,1207.57,1733.82,0,0,0,0,1631.9,0,0,1167.55,0,0,1200,1211.5,1185.43,1145.27,0,0,0,0,0,0,0,1916.03,1327.82,0,0,1224.75,0,1168.44,0,0,1225.89,0,0,1400.92,0,0,0,0,0,1108.58,0,0,0,0,1189.14,1204.79,0,1101.45,0,1269.22,1633.26,0,0,0,0,0,0,0,0,1260.07,1472.51,0,0,1273.74,0,0,1327.65,0,1478.44,0,0,1231.83,1148.85,1222.88,0,1136.04,1235.46,0,0,1197.1,0,0,1199.39,0,0,0,0,0,0,1223.01,1158.87
